text,topic
ＮＨＫ 記者 として 中部 首都 勤務 地域 経済 医療 福祉 農林 地域 活性 など 幅広い 分野 取材 を通して 地域 課題 関わる よう なり 政治 を通して 課題 解決 図れ ない 考える よう なり まし 清流 岐阜 岐阜 豊か 恵み そこ から もたらさ れる 清らか 資源 価値 より 高め として 推進 いる 清流 ブランド イメージ 生活 なか 実感 できる 地域 目指し ます 具体 自然 環境 活かし 教育 文化 振興 観光 一層 推進 暮らし やすく 持続 可能 地域 づくり 図り ます 生活 支える セーフティー ネット 再生 高齢 医療 介護 ニーズ 増加 する 一方 格差 拡大 あっ 地方 セーフティー ネット 重要 なっ ます 持続 可能 考慮 ながら 生活 支える 仕組み づくり 作り直す 必要 あり ます 安心 安全 社会 保障 持続 可能 地域 医療 介護 福祉 目指し ます 在宅 医療 仕組み づくり 人材 育成 年寄り 安心 暮らせる 岐阜 づくり 目指し ます 医療 支援 取り組み 進める とともに 県立 支援 拠点 施設 支え 合い づくり 地域 社会 とともに 進め ます 安定 雇用 生活 自立 支援 安定 雇用 なけれ 若者 安心 家庭 築き 世代 育てる こと 困難 人口 減少 歯止め かける こと 出来 ませ 都市 以外 含め 雇用 創出 安定 目指し ます 生活 困難 自立 支援 事業 市町 ＮＰＯ はじめ 各種 団体 連携 取り組み ます 地域 活力 維持 する 都市 再生 社会 保障 支える 財源 考慮 する 産業 雇用 政策 地域 活力 維持 する ため 施策 必要 です 名古屋 活かし リニア 中央 新幹線 名古屋 開業 見据え 岐阜 周辺 整備 進め ます 市内 分断 いる 名鉄 高架 進め この 地域 居住 ビジネス 魅力 増やし ます ,46 46 29 4 45 46 29 29 29 29 4 29 29 29 46 4 29 46 29 29 34 29 29 29 46 29 29 46 29 4 29 29 29 46 46 46 29 46 29 29 46 29 29 29 46 29 46 29 29 29 46 29 46 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 4 29 4 29 29 29 29 29 29 29 29 46 46 46 29 29 29 29 46 29 29 34 29 29 29 29 46 46 29 29 29 29 29 4 29 29 29 29 29 46 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 46 29 29 29 29 46 29 29 29 29 29 29 29 4 46 29 29 29 29 43 29 29 29 4 29 29 34 29 29 29 29 29 46 29 46 29 29 46 29 29 29 29 46 29 46 46 29 19 29 29 46 29 29 46 29 29 29 29 29 29 29 29 4 46 29 46 29 29 46 29 29 29 29 29 29 29 29 29 29 4 46 29 33 46 4 29 29 29 29 29 24 29 29 4 4 46 46 4 4 46 29 46 34 29 29 29 29 46 29 4 46 29 29 29 4 46 29 46 29
元々 教員 志望 でし 教員 目指す 教育 制度 問題 関心 持つ よう なり まし 大学院 卒業 国会 議員 秘書 勤め させ 頂き まし その 着眼 大局 着手 密接 市民 一人ひとり 思い 応え いける 地方 政治 志す よう なり まし 記憶 新しい 川崎 中学生 悲しい 事件 重要 問題 提起 として 受け止め ます 家族 学校 地域 大切 二度と 同じ よう 事件 起こさ ない よう 市民 皆さま 合わせ いき たい 思い ます 家庭 学校 地域 一体 なっ 教育 環境 づくり もし 災害 発生 被害 最小限 する 対策 充実 など 教育 再興 実現 目指し ます 家庭 教育 支援 条例 制定 道徳 教育 推進 家庭 学校 地域 一体 なっ 教育 環境 づくり 安心 安全 災害 被害 最小限 する 対策 充実 連携 緊急 事態 対処 できる システム づくり 笑顔 あふれる 高齢 やさしい づくり 利便 高い コミュニティ バス 運用 バス 路線 見直し 移動 アップ など ,44 16 44 16 16 29 29 29 29 29 29 29 29 29 5 19 29 29 29 5 29 32 29 29 38 10 5 16 29 29 29 16 29 29 29 29 29 29 29 43 29 29 5 20 5 29 29 29 29 16 29 29 29 29 29 16 29 29 5 5 29 29 29 5 29 16 29 16 29 29 29 29 16 29 29 29 16 38 29 16 29 16 29 29 29 29 29 19 29 29 29 29 29 29 16 38 5 29 29 29 29 29 29 29 29 29 16 29 29 29 5 16 29 47 29 29 5 5 10 29 29 29 32 5 29 32 29 16 5 29 16 19 16 10 16 5 5 29
大きな 意味 社会 変える ため 住ん 良かっ 地域 現在 構築 つつ ある 地域 包括 ケア システム よう こと 自然 機能 できる よう 地域 社会 まち づくり 推進 全国 注目 いる 武蔵 小杉 開発 地元 抱える 議員 として ハード ソフト 両面 から アプローチ いき ます 次世代 担っ いく 子ども たち 自信 責任 持っ 引き継が あげ たい 考え ます ぬくもり ある 効率 行政 事務 サービス 徹底的 見直し 行政 効率 高める こと により 必要 ところ 必要 だけ 必要 とき 必要 もの 届ける という 効率 進め いき ます 民意 最適 地方 議員 地域 こと 地域 決める その ため 受け皿 として 役割 あり ます そうした 意味 地域 みなさん 民意 最適 市政 届け られる 議員 目指し ます ,29 45 29 35 29 36 35 29 29 29 45 29 29 29 29 29 29 29 29 45 29 29 29 15 29 29 29 29 45 29 11 35 48 29 29 29 29 45 35 37 29 46 29 29 36 17 29 29 29 29 11 29 45 35 29 29 29 11 29 45 29 45 29 35 29 29 45 35 29 29 29 45 29 29 29 36 29 29 35 29 45 29 29 29 35 29 29 29 29 36 29 45 29 29 45 29 29 29 29 35 45 29 37 35 29 48 37 29 29 29 29
青春 時代 日本 逞しく 経済 成長 続ける 一方 公害 問題 学園 紛争 国鉄 スト 闘争 など 様々 分野 対立 混迷 深め 時代 あり こうした 社会 環境 変化 関心 られ 次世代 担う 若者 として 社会 改革 参画 する 一つ ある 政治 志し まし 政治 言葉 だけ パフォーマンス なく 冷静 川崎 現状 市民 ニーズ 把握 分析 なけれ なら ない 考え ます 自助 共助 政治 最大 効力 発揮 する ため システム です その 町内 加入 促進 支援 充実 市民 による 市民 ため 仮称 区民 サミット 提唱 ます 南北 細長い 川崎 地形 方向 交通 導線 極めて 脆弱 です 反面 方向 交通 体系 益々 利便 高まり 川崎 通過 都市 ある 指摘 れる こと あり ます 基礎 自治体 として 多様 市民 ニーズ 対応 する 方向 利便 同時に 方向 導線 確実 整備 活力 ある 川崎 構築 行く べき 考え ます 川崎 地区 ライフ イノベーション なる 発展 充実 目指し ます アルツハイマー 治療 大きな 効果 期待 れる ナノ 医療 研究 施設 川崎 誘致 べく 心血 注い まし いよいよ 年度 から 施設 稼働 ます アルツハイマー 治療 成果 川崎 から 全国 世界 発信 できる よう 今後 尽力 ます 厳しい 経営 環境 ある 川崎 市内 中小 企業 具体 応援 として 仮称 中小 企業 育成 振興 条例 早期 制定 議会 質問 市長 提案 提案 複数 繰り返し 早期 策定 迫り まし 市長 から 制定 確約 答弁 現在 基本 なる 条例 骨子 検討 です 実効 ある 条例 審査 楽しみ です 平成 議長 就任 する 同時に 議会 改革 項目 提案 都市 先駆け 議員 歳費 減額 年間 効率 議会 運営 慣例 慣習 開か 無駄 会議 開か ない など 市議会 始まっ 以来 大改革 一気に 進め 参り まし こうした 改革 後戻り よう 注視 行き ます ,8 29 29 16 29 29 49 49 8 29 47 33 49 35 49 29 49 29 6 16 16 29 29 8 29 29 43 29 29 49 29 29 29 29 29 8 29 29 29 29 29 29 29 49 29 49 29 29 49 29 29 8 42 49 49 29 29 29 29 8 49 29 8 49 8 29 29 29 29 29 8 49 29 29 29 29 29 29 29 8 49 29 6 29 6 8 49 49 49 8 49 6 49 29 28 49 8 33 49 16 49 49 42 29 29 47 29 29 29 29 49 49 29 29 29 8 29 29 49 6 49 49 49 8 49 29 29 49 29 45 16 29 29 29 3 0 6 29 45 29 29 29 49 29 29 33 29 29 8 29 0 29 49 49 8 49 49 29 6 27 29 29 35 29 49 49 29 49 29 20 49 29 29 29 16 49 29 27 12 29 29 49 29 9 29 49 29 29 49 42 29 20 29 16 29 16 29 49 49 6 29 16 16 29 6 8 29 35 29 16 49 33 47 29 29 16 8 49 29 47 29 16 35 49 29 32 49 49 29 49 29 29 49 29 29 49 29 41 29 29 45 29 16 43 27 49 6 47 32 29 29 29 27 49 49 49 29 49 29 49 29 49 29 29 8 29
民間 企業 年間 経験 生かし 行政 無駄 削減 市有 財産 有効 活用 目指し まし 市民 不在 政治 少し でも なれ 思い から 決意 まし 人間 関係 希薄 なる ますます 高齢 進ん ます 市内 規模 集合 住宅 林立 お互い 見える 社会 構築 今後 重要 なっ くる 考え ます 社会 福祉 協議 民生 委員 など 一部 活動 頼る こと なく 地域 問題 解決 できる よう 重要 感じ ます 今後 増加 する 高齢 子ども たち 見守り 対策 地域 交通 活性 住まい 高齢 障害 子ども たち 含め 地域 見守り 体勢 構築 ,29 29 29 29 23 29 7 29 24 23 24 29 29 29 29 4 29 23 29 23 29 29 24 29 29 23 23 29 23 29 23 29 29 23 23 29 29 24 29 29 29 29 29 29 29 29 29 29 29 8 39 29 29 49 29 24 29 29 29 29 29 29 29 39 29 29 29 29 29 29 29 29 29 29 29 29 29 39 29 29 29 29 29 29 29 23 29
熊本 生まれ 育ち 自衛隊 勤務 そして 退官 観光 施設 経験 を通して 地方 から 安全 安心 態勢 つくりあげる こと 地域 活性 にあたって 市民 共通 ビジョン 描き そこ 向け 努力 結集 いく こと 最も 大切 こと 考え 立候補 ます 熊本 本来 持っ いる 認識 それ 伸ばし 育てる こと 具体 集約 せる 安全 安心 まち づくり 観光 おもてなし まち づくり 文化 歴史 触れる 豊か まち づくり 熊本 における 課題 事項 集約 れる 自助 互助 基本 する 地域 低下 地域 活性 ため 方向 いまだに 明確 熊本 固有 文化 楽しみ 育てる 土壌 不足 地域 強化 自治 単位 防災 防犯 組織 強化 効果 訓練 実施 まずは ソフト 整備 インフラ 整備 道路 整備 ヘリコプター 場外 着陸 整備 など 計画 自衛隊 支援 長期間 災害 復旧 活動 従事 する 家族 支援 日頃 訓練 十分 できる よう 環境 整備 官民 一体 なっ 観光 観光 主軸 用地 有効 活用 熊本 市内 回遊 経路 見直し 観光 資源 発見 整備 熊本 景観 守り 美しい 江津湖 とりもどし くま モン 共和 建設 提案 おもてなし 環境 整備 電動 車椅子 通路 整備 野外 セグウェイ 導入 外国 ボランティア 組織 拡大 音楽 活性 全て 小中学校 ブラスバンド マーチング アカペラ など 音楽 溢れる まち づくり 推進 ふるさと 歴史 学び 語り継ぐ 歴史 語り 組織 石光 真清 義烈 空挺 など 熊本 偉人 歴史 学ぶ 楽しみ 拡大 国際 文化 交流 外国 姉妹 都市 交流 促進 外国 学ぶ 楽し 広める ,14 29 14 14 14 14 14 14 29 29 14 29 29 29 29 14 14 29 29 29 14 29 34 14 14 29 29 14 14 29 29 29 14 29 29 29 29 14 14 29 29 14 29 14 14 29 29 14 29 29 29 29 29 14 14 29 29 14 29 14 29 29 29 14 3 29 14 14 29 14 14 29 29 29 14 29 29 29 34 14 14 14 14 14 14 14 14 29 29 14 14 14 29 14 14 29 14 14 14 34 14 14 14 14 14 14 34 14 14 14 29 29 14 29 14 29 14 29 14 29 29 29 14 14 14 29 29 29 14 14 29 29 14 14 34 14 14 29 14 29 14 14 14 14 29 14 14 14 14 14 14 14 29 14 14 43 14 29 14 29 14 14 34 14 14 14 14 29 14 14 14 29 14 29 29 14 14 14 14 29 14 14 29 29 29 14 14 29 14 14 14 14 29 14 14 14 29 14 29 14 14 14 29 14 14 14 14 14 14 14 43 14 14 14 29
性的 少数 として 法人 立ち 上げ 様々 活動 取り組ん まし だけ 実現 でき ない 政治 感じ まし そこで 名古屋 市議会 政策 スタッフ 仕事 年間 経験 生かし 自ら 政治 として 市議会 いく こと 最も よい 選択 ある 考え 立候補 決し まし 少数 大切 れる 社会 すべて 市民 にとって 暮らし やすい 社会 考え ます 性別 国籍 性的 指向 など かかわら すべて 個人 として 尊重 健康 文化 生活 営め 社会 つくる こと 多様 認め 合える 共生 地域 つくり ます 社会 少数 底辺 弱者 要求 切実 ある かかわら 従来 行政 支援 届き にくく 様々 制度 サービス 利用 でき ない という 矛盾 あり ます 上げ にくい 要求 アウト リーチ つかめる 行政 実現 ます 生き方 多様 保障 する 制度 実現 性的 少数 ため 相談 窓口 設置 同性 パートナーシップ 制度 創設 ひとり 家庭 経済 支援 仲間 づくり 子供 学習 支援 外国 児童 教育 支援 拡充 外国 づくり 参加 精神 など 就労 支援 強化 安心 子ども 産み 育て られ 女性 男性 自分 らしく 生き られる 社会 ため 教育 子育て 支援 大胆 予算 使い ます とくに 夜間 時間 保育 など 多様 生き方 支える 政策 スクールソーシャルワーカー 全校 配置 など 学校 教育 福祉 視点 いれる など 子ども 貧困 対策 強化 ます 風営法 改正 または 構造 改革 特区 による クラブ 営業 深夜 規制 撤廃 など ダンス 音楽 アート による 繁華 賑わい づくり すすめ ます 地下鉄 終電 延長 さらに 拡大 ます あわせ 思春 若者 相談 支援 すすめ ビジネス など 防止 安全 安心 まち づくり すすめ ます ,4 4 29 4 4 4 32 29 29 29 29 29 29 29 29 29 29 4 4 29 29 17 29 29 29 4 29 29 29 29 29 29 29 18 4 29 29 29 29 29 4 29 29 29 4 29 32 29 29 29 29 29 4 29 4 4 29 29 4 18 29 4 29 29 29 18 29 29 29 4 29 18 4 29 29 29 29 4 4 29 4 4 29 29 4 29 29 18 11 29 29 29 9 29 29 29 4 29 29 4 18 4 18 37 29 4 29 29 4 4 29 29 29 29 4 4 29 29 4 29 4 4 29 29 9 29 29 29 4 29 29 4 29 4 4 29 29 29 4 29 29 17 29 4 29 29 29 29 29 29 29 29 4 29 18 29 29 29 29 29 29 29 4 29 29 29 4 4 4 29 29 4 4 29 4 32 4 4 29 29 29 29 29 4 29 29 4 29 29 29 29 32 4 4 29 18 29 4 18 4 29 4 29 4 4 4 29 4 4 29 4 29 17 4 18 29 29 29 4 4 29 4 29 4 4 29 32 29 29 29 29 4 29
会社 として 経験 高層 マンション 住民 として 生活 実感 踏まえ 働く 若い 世代 仕事 子育て 両立 づらい 環境 変え 男女 とも ワークライフバランス とれ 生活 送れる まち する こと 目指し 政治 志し まし 江東 東京 五輪 中心 なり 都市 向け 目覚ましい 発展 とげ ます こども たち 年寄り 安心 暮らし いく ため 現役 世代 働き ながら 地域 社会 関わり もてる まち づくり 必要 です 江東 急速 都市 開発 による 人口 続い おり 児童 人口 高齢 同時に 進行 する 多子 高齢 状態 です 働く 世代 安心 仕事 子育て 介護 両立 できる ワークライフバランス 社会 実現 必要 です 仕事 子育て 両立 子ども たち 未来 ため 待機 児童 解消 うち 保育 サテライト 保育 など 多様 手段 活用 放課後 支援 充実 こども たち 安心 できる 居場所 づくり 解消 高齢 施策 充実 年寄り 未来 安心 ため 高齢 地域 見守る まち づくり 高齢 見守り 支援 事業 強化 元気 高齢 活躍 支援 高齢 就労 支援 充実 市民 参加 促進 2020 東京 オリンピック パラリンピック 対応 新しい まち づくり 推進 交通 充実 地下鉄 号線 豊洲 住吉 整備 推進 水上 交通 充実 水辺 環境 活かし 観光 まち づくり 内部 河川 運河 活用 国際 観光 推進 ,20 29 29 42 47 29 29 29 29 4 16 29 29 42 29 42 9 29 29 20 29 42 22 29 22 29 29 29 29 29 36 29 22 42 29 29 29 29 29 35 42 16 29 16 29 29 29 29 29 29 29 29 29 29 29 29 16 18 29 29 29 29 42 29 29 29 29 29 35 29 29 29 29 42 29 29 16 29 42 22 29 29 29 42 29 22 42 29 42 29 4 29 29 42 29 42 29 29 29 29 20 29 29 16 29 6 29 29 29 47 29 20 29 29 16 29 29 29 16 29 29 42 29 29 29 29 29 29 42 29 42 29 29 29 29 29 29 29 42 29 36 29 29 42 29 29 29 29 42 42 42 42 42 29 29 29 29 29 18 29 18 42 42 42 29 29 22 43 29 42 29 29 42 29 16 42 42 42 29 29 42 29
自分 たち こと 自分 たち 決め また 人任せ ない こと 大切 より 一層 強く 意識 わたし 都心 から いわば ターン 移り住み まし 子育て 地域 生きる 生活 として 中井 大切 もの 先達 から 学び 次代 つない 行き たい ため 生物 多様 保全 維持 持続 可能 明るく 温かい 住む あっ 地産 健康 過ごし 地域 課題 自分 課題 として 受け止め 助け あう こと 大事 する 子ども あっ 学ぶ 機会 保証 将来 どこ 食い はぐれる こと ない よう 介護 技術 つけ られる 平均 より 高い 高齢 介護 交通 対策 買い物 対策 さらに 教育 子育て 環境 充実 財政 問題 など 課題 山積 いる 行政 ないものねだり から ある もの 探し 立ち上がる 町民 しっかり 支援 いく 体制 もっとも 求め られ いる 思う 高い 教育 こそ 最大 子育て 支援 とくに 中学校 日々 授業 充実 進路 選択肢 広げる 高校生 医療 無料 教科書 支援 など 長期 渡る 教育 子育て 支援 児童 生徒 防災 ヘルメット 支給 学校 図書 含む 町内 分散 図書 電算 結び 図書 作り 豊か 自然 環境 保全 維持 する ため 条例 制定 ならびに 生物 多様 地域 戦略 取り組み 適切 自然 体験 基板 観光 交流 形成 環境 対策 鳥獣 被害 防止 荒廃 対策 ため パウダー 飼料 堆肥 また ごみ 減量 年々 増加 する 紙おむつ 資源 無駄 もの 資源 変える ボランティア ニーズ マッチング する 調整 促進 する ポイント 制度 イベント 地域 根ざし 仕事 つなげる ボランティア 活動 寸前 歴史 復活 買い物 支援 など 取り組み 推進 議会 ある 町民 意見 交換 活用 ながら 住民 参加 そうした 動き 支援 議会 改革 繋げる ,29 29 29 29 29 35 29 30 29 29 29 29 16 29 30 30 29 29 30 35 30 30 29 29 39 29 29 10 29 29 10 29 31 30 30 30 29 29 29 29 30 29 29 29 35 30 30 29 30 29 35 29 30 29 29 29 16 30 29 29 31 29 29 29 29 30 4 29 15 37 30 29 29 29 29 30 39 29 16 31 39 29 29 29 29 39 29 29 29 29 29 29 29 29 29 29 31 29 29 31 29 29 29 30 31 35 29 29 29 29 30 29 29 29 29 29 29 29 35 29 29 39 29 30 37 29 29 29 17 7 29 30 30 29 29 35 17 29 29 29 16 37 29 31 31 29 35 29 29 16 35 16 7 35 35 29 37 29 37 35 29 29 16 16 17 30 4 15 15 29 37 29 37 30 29 30 15 29 29 39 29 29 10 29 29 31 30 35 29 35 16 30 29 29 30 29 35 29 30 31 31 39 30 29 30 17 29 39 29 29 29 10 29 39 30 29 35 29 30 29 29 29 29 29 29 29 31 10 15 29 29 29 29 35 29 29 29 29 35
シングル マザー 看護 です 女性 視点 いろいろ 問題 みなさん 考え いき たい です 政治 なる 目的 あり ませ 政治 日本 健康 安心 安全 たい です その ため 政治 健康 なけれ なり ませ 年間 看護 として 医療 分野 関わっ まし 心身 とも 健やか する ため 挑戦 ます シングル マザー 子供 一緒 いる 時間 確保 でき しっかり 働く こと できる 環境 充実 たい です 老若男女 健やか 安心 安全 暮らし いける 社会 実現 名古屋 その モデル 都市 ます 健康 不安 ある 人々 日々 生活 不安 持つ 人々 政治 不信 持つ 人々 すべて 人々 健やか する こと 次世代 ため 世代 健康 生活 実現 する ため 予防 医学 推進 地域 医療 見直し 行なっ いき ます 受動 喫煙 防止 条例 花粉 撲滅 対策 など 次世代 平成 重点 政策 沿っ 名古屋 対応 政策 立ち 上げ ます 健やか 生活 実現 する ため 健康 政治 絶対 必要 です 名古屋 市議会 改革 着手 名古屋 次世代 ため 理想 議会 モデルケース なる よう ナゴヤ タイプ 確立 ます 健やか 生活 実現 する ため 安心 安全 生活 不可欠 です 震災 人災 犯罪 あらゆる 危険 想定 対策 日頃 地域 住民 密着 高める こと 被害 最小 食い止める 仕組み づくり 政治 利用 ます ,8 4 4 29 29 29 4 29 4 29 29 29 29 29 29 15 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 4 29 29 4 4 29 8 29 4 29 29 39 29 4 4 4 8 29 4 29 29 4 29 29 29 29 4 29 29 4 4 29 29 29 29 29 29 4 29 4 29 29 29 4 29 4 4 4 4 29 4 29 4 29 4 4 4 4 29 29 4 29 29 29 29 4 29 29 4 29 29 29 15 29 4 29 29 4 4 29 15 8 4 29 29 4 4 4 29 39 4 4 29 4 4 29 4 29 4 29 29 29 29 8 29 29 4 29 29 4 4 4 29 4 29 4 29 29 4 4 29 29 4 29 29 29 29 29 29 4 4 29 4 4 11 0 4 4 29 4 29 29 29 39 29 4 4 4 4 29 29 4 29
